"","CASE_ENQUIRY_ID","open_dt","TARGET_DT","closed_dt","OnTime","CASE_STATUS","CLOSURE_REASON","CASE_TITLE","SUBJECT","REASON","TYPE","QUEUE","Department","SubmittedPhoto","ClosedPhoto","Location","Fire_district","pwd_district","city_council_district","police_district","neighborhood","neighborhood_services_district","ward","precinct","LOCATION_STREET_NAME","LOCATION_ZIPCODE","Latitude","Longitude","Source","street_path"
"132",101001731169,"2016-03-07 09:39:00","","2016-03-07 15:26:30","ONTIME","Closed","Case Closed. Closed date : 2016-03-07 15:26:30.71 Case Resolved Recovered 14 syringes at 962 Mass Ave. ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56dd9297696312f319ccce19/report.jpg","","962 Massachusetts Ave  Roxbury  MA  02118",6,"1C",3,"C6","South Boston / South Boston Waterfront",13,"Ward 8","0806","962 Massachusetts Ave",2118,42.3296,-71.0688,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3296,-71.0688&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"133",101001731220,"2016-03-07 10:21:00","","2016-03-07 15:24:36","ONTIME","Closed","Case Closed. Closed date : 2016-03-07 15:24:36.7 Case Resolved 1 syringe recovered from 684 Massachusetts Ave (rear)  South End ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56dd9c63696312f319cccee1/report.jpg","","43 E Springfield St  Roxbury  MA  02118",4,"1C",2,"D4","South End",6,"Ward 8","0802","43 E Springfield St",2118,42.3358,-71.0752,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3358,-71.0752&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"134",101001731226,"2016-03-07 10:25:00","","2016-03-18 11:34:26","ONTIME","Closed","Case Closed. Closed date : 2016-03-18 11:34:26.847 Case Noted After a comprehensive search of the area around 43 East Springfield Street  The South End we were unable to locate a syringe.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56dd9d6b696312f319cccef0/report.jpg","","43 E Springfield St  Roxbury  MA  02118",4,"1C",2,"D4","South End",6,"Ward 8","0802","43 E Springfield St",2118,42.3358,-71.0752,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3358,-71.0752&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"135",101001731675,"2016-03-07 16:28:00","","2016-03-07 17:57:48","ONTIME","Closed","Case Closed. Closed date : 2016-03-07 17:57:48.53 Case Resolved 1 syringe recovered from 249 Harrison Ave  South End.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56ddf26b696312f319ccd397/photo_20160307_162720.jpg","","249 Harrison Ave  Boston  MA  02111",4,"1C",2,"A1","Downtown / Financial District",4,"Ward 3","0308","249 Harrison Ave",2111,42.3473,-71.0633,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3473,-71.0633&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"136",101001733042,"2016-03-09 12:32:00","","2016-03-09 16:34:40","ONTIME","Closed","Case Closed. Closed date : 2016-03-09 16:34:40.997 Case Resolved 2 syringes recovered from the Adams Street as per previous communication.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e05e1d6963f4e2fc36621d/photo_20160309_122930.jpg","","27 Adams St  Roxbury  MA  02119",7,"10B",7,"B2","Roxbury",13,"Ward 8","0803","27 Adams St",2119,42.3288,-71.0765,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3288,-71.0765&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"137",101001743564,"2016-03-10 08:37:00","","2016-03-11 14:59:51","ONTIME","Closed","Case Closed. Closed date : 2016-03-11 14:59:51.71 Case Resolved on 3/10/16 The mobile sharps team went out at 02:30pm to canvass the area and were unable to locate the syringe ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e178926963f4e2fc366e36/report.jpg","","219-223 Columbus Ave  Boston  MA  02116",4,"1C",2,"D4","Back Bay",6,"Ward 4","0402","219-223 Columbus Ave",2116,42.3483,-71.0726,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3483,-71.0726&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"138",101001744156,"2016-03-10 17:29:00","","2016-03-11 11:01:48","ONTIME","Closed","Case Closed. Closed date : 2016-03-11 11:01:48.487 Case Noted After a comprehensive query we were unable to locate medical waste at 291 A Street  South Boston.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e1f55d6963f4e2fc3677a4/report.jpg","","251 A St  Boston  MA  02210",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 6","0601","251 A St",2210,42.3473,-71.0507,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3473,-71.0507&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"139",101001744305,"2016-03-11 07:59:00","","2016-03-11 10:37:09","ONTIME","Closed","Case Closed. Closed date : 2016-03-11 10:37:09.093 Case Resolved 1 syringe recovered from 92 Mt. Vernon Street  Dorchester.   ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e2c14a6963f4e2fc367f29/photo_20160311_075742.jpg","","92 Mount Vernon St  Dorchester  MA  02125",6,"03",3,"C6","Dorchester",5,"Ward 7","0708","92 Mount Vernon St",2125,42.3218,-71.0546,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3218,-71.0546&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"140",101001744437,"2016-03-11 09:45:08","","2016-03-11 11:08:49","ONTIME","Closed","Case Closed. Closed date : 2016-03-11 11:08:49.973 Case Resolved Recovered two syringes at 152 London St.   ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e2d9ee6963f4e2fc3681aa/IMG_2094.JPG","","152 London St  East Boston  MA  02128",1,"09",1,"A7","East Boston",1,"Ward 1","0104","152 London St",2128,42.3742,-71.0382,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3742,-71.0382&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"141",101001745425,"2016-03-13 09:46:00","","2016-03-14 09:53:45","ONTIME","Closed","Case Closed. Closed date : 2016-03-14 09:53:45.173 Case Resolved 8 syringes recovered from Meadow Road  Hyde Parl.   ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e56f456963de5564be3a04/Needles-3.JPG","","68 Stanbro St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1820","68 Stanbro St",2136,42.2343,-71.1279,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.2343,-71.1279&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"142",101001745574,"2016-03-13 15:31:00","","2016-03-14 14:28:06","ONTIME","Closed","Case Closed. Closed date : 2016-03-14 14:28:06.837 Case Resolved 1 syringe recovered from 443 Harrison Ave  South End.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e5c01b6963de5564be3f3a/photo_20160313_152840.jpg","","443 Harrison Ave  Roxbury  MA  02118",4,"1C",2,"D4","South End",4,"Ward 3","0307","443 Harrison Ave",2118,42.3425,-71.066,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3425,-71.066&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"143",101001745610,"2016-03-13 17:26:00","","2016-03-14 14:39:39","ONTIME","Closed","Case Closed. Closed date : 2016-03-14 14:39:39.01 Case Resolved 2 syringes recovered from 2870 Washington Street  Roslindale.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e5db086963de5564be40e5/photo_20160313_172627.jpg","","3870 Washington St  Roslindale  MA  02131",12,"02",6,"E5","Jamaica Plain",10,"Ward 19","1907","3870 Washington St",2131,42.296,-71.1177,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.296,-71.1177&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"144",101001746906,"2016-03-15 11:56:00","","2016-03-16 08:44:52","ONTIME","Closed","Case Closed. Closed date : 2016-03-16 08:44:52.2 Case Resolved 1 syringes recovered by 44 O Street  South Boston.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e830ad6963bb640e5243c9/report.jpg","","44-50 O St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 6","0607","44-50 O St",2127,42.3369,-71.0291,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3369,-71.0291&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"145",101001747045,"2016-03-15 13:33:00","","2016-03-16 08:35:12","ONTIME","Closed","Case Closed. Closed date : 2016-03-16 08:35:12.36 Case Resolved 1 syringe recovered from 44-50 O Street  South Boston.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e847686963bb640e524578/report.jpg","","44-50 O St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 6","0607","44-50 O St",2127,42.3369,-71.0291,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3369,-71.0291&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"146",101001748083,"2016-03-16 16:44:00","","2016-03-17 14:14:00","ONTIME","Closed","Case Closed. Closed date : 2016-03-17 14:14:00.533 Case Resolved 11 syringes recovered from 71 Reading Street  Roxbury.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56e9c5906963bb640e525911/photo_20160316_164351.jpg","","71 Reading St  Roxbury  MA  02119",7,"10B",7,"B2","Roxbury",13,"Ward 8","0803","71 Reading St",2119,42.3308,-71.074,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3308,-71.074&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"147",101001748698,"2016-03-17 13:05:00","","2016-03-17 15:31:04","ONTIME","Closed","Case Closed. Closed date : 2016-03-17 15:31:04.96 Case Resolved 1 syringe recovered from 95 Archdale Street  South Boston.   ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56eae3e86963bb640e526600/photo_20160317_130211.jpg","","95 Archdale Rd  Roslindale  MA  02131",12,"02",5,"E5","Roslindale",10,"Ward 19","1911","95 Archdale Rd",2131,42.2914,-71.1196,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.2914,-71.1196&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"148",101001749096,"2016-03-18 07:53:00","","2016-03-18 12:52:43","ONTIME","Closed","Case Closed. Closed date : 2016-03-18 12:52:43.867 Case Resolved 1 syringe recovered from 185 London Street  East Boston.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56ebec256963bb640e5270c6/report.jpg","","185 London St  East Boston  MA  02128",1,"09",1,"A7","East Boston",1,"Ward 1","0106","185 London St",2128,42.3748,-71.0371,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3748,-71.0371&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"149",101001749836,"2016-03-19 11:58:00","","2016-03-19 16:17:49","ONTIME","Closed","Case Closed. Closed date : 2016-03-19 16:17:49.463 Case Resolved 1 syringe recovered from 176 Poplar Street  Roslindale.  J Canty  BPHC ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56ed77336963bb640e52829b/report.jpg","","176 Poplar St  Roslindale  MA  02131",12,"06",5,"E5","Roslindale",10,"Ward 19","1910","176 Poplar St",2131,42.2825,-71.1276,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.2825,-71.1276&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"150",101001751589,"2016-03-22 16:43:26","","2016-03-23 11:49:11","ONTIME","Closed","Case Closed. Closed date : 2016-03-23 11:49:11.907 Case Resolved 2 syringes recovered from 200 Frontage Road  South End.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56f1ae6b6963bb640e52afa4/photo_20160322_164314.jpg","","200 Frontage Rd  Roxbury  MA  02118",6,"05",2,"C6","South Boston / South Boston Waterfront",6,"Ward 8","0801","200 Frontage Rd",2118,42.338,-71.0635,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.338,-71.0635&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"151",101001751673,"2016-03-22 18:37:08","","2016-03-23 11:49:45","ONTIME","Closed","Case Closed. Closed date : 2016-03-23 11:49:45.25 Case Resolved 1 syringe recovered from 95r G Street  South Boston. ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56f1c90b6963bb640e52b188/report.jpg","","95R G St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 7","0703","95R G St",2127,42.3329,-71.045,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3329,-71.045&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"152",101001752362,"2016-03-23 14:53:00","","2016-03-23 16:54:18","ONTIME","Closed","Case Closed. Closed date : 2016-03-23 16:54:18.037 Case Resolved 2 Syringes were recovered from 28 Judson Street  Dorchester at 1500.   ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56f2e60f0485e8a9393d90c3/photo_20160323_145233.jpg","","28 Judson St  Dorchester  MA  02125",7,"03",7,"B2","Roxbury",13,"Ward 13","1301","28 Judson St",2125,42.3196,-71.075,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3196,-71.075&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"153",101001752729,"2016-03-24 07:39:34","","2016-03-24 11:55:21","ONTIME","Closed","Case Closed. Closed date : 2016-03-24 11:55:21.14 Case Resolved Searched 76 Charles St and didn't find any syringes.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56f3d1f30485e8a9393d9868/report.jpg","","76 Charles St  Boston  MA  02114",3,"1B",8,"A1","Back Bay",14,"Ward 5","0511","76 Charles St",2114,42.3581,-71.0707,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3581,-71.0707&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"154",101001753441,"2016-03-24 17:14:00","","2016-03-25 12:47:47","ONTIME","Closed","Case Closed. Closed date : 2016-03-25 12:47:47.763 Case Resolved Recovered and disposed of one needle at 608 mass ave. ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56f458bc0485e8a9393da1e0/report.jpg","","608-612 Massachusetts Ave  Roxbury  MA  02118",4,"1C",7,"D4","South End",6,"Ward 9","0902","608-612 Massachusetts Ave",2118,42.3373,-71.0776,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3373,-71.0776&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"155",101001753962,"2016-03-25 12:52:00","","2016-03-25 19:01:56","ONTIME","Closed","Case Closed. Closed date : 2016-03-25 19:01:56.543 Case Resolved ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56f56cb60485e8a9393dad5f/report.jpg","","21-23 Edinboro St  Boston  MA  02111",4,"1C",2,"A1","Downtown / Financial District",4,"Ward 3","0308","21-23 Edinboro St",2111,42.3518,-71.0599,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3518,-71.0599&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"156",101001756662,"2016-03-30 08:10:36","","2016-03-30 15:30:54","ONTIME","Closed","Case Closed. Closed date : 2016-03-30 15:30:54.007 Case Resolved Recovered one needle at 686 Dudley St. ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56fbc2350485e8a9393deaa2/photo_20160330_080926.jpg","","686 Dudley St  Dorchester  MA  02125",7,"03",7,"B2","Dorchester",13,"07","0710","686 Dudley St",2125,42.3191,-71.0685,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3191,-71.0685&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"157",101001756667,"2016-03-30 08:16:03","","2016-03-30 14:03:11","ONTIME","Closed","Case Closed. Closed date : 2016-03-30 14:03:11.447 Case Resolved One needle recovered at 51 East Springfield St.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56fbc37c0485e8a9393deac8/report.jpg","","51 E Springfield St  Roxbury  MA  02118",4,"1C",2,"D4","South End",6,"Ward 8","0802","51 E Springfield St",2118,42.3356,-71.075,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3356,-71.075&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"158",101001759431,"2016-04-02 09:43:00","","2016-07-18 11:16:14","ONTIME","Closed","Case Closed. Closed date : 2016-07-18 11:16:14.587 Case Resolved After scouring the area for syringes we were unable to locate anything at 54a East Springfield Street  South End.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56ffcc7b0485c52e778251c5/report.jpg","","54 E Springfield St  Roxbury  MA  02118",4,"1C",2,"D4","South End",6,"Ward 8","0802","54 E Springfield St",2118,42.3358,-71.0746,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3358,-71.0746&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"159",101001759479,"2016-04-02 11:55:00","","2016-04-07 11:48:08","ONTIME","Closed","Case Closed. Closed date : 2016-04-07 11:48:08.297 Case Resolved 4 syringes recovered from 31 Fulda Street  Roxbury.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/56ffeb8a0485c52e77825332/report.jpg","","25-31 Fulda St  Roxbury  MA  02119",9,"10B",7,"B2","Roxbury",13,"Ward 11","1102","25-31 Fulda St",2119,42.3229,-71.093,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3229,-71.093&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"160",101001761510,"2016-04-05 14:03:00","","2016-04-07 15:20:02","ONTIME","Closed","Case Closed. Closed date : 2016-04-07 15:20:02.733 Case Resolved After a comprehensive search we were unable to locate a syringe at 172 Webster Street  East Boston.   ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/5703fe090485c52e778283e8/photo_20160405_140331.jpg","","172 Webster St  East Boston  MA  02128",1,"09",1,"A7","East Boston",1,"Ward 1","0101","172 Webster St",2128,42.3659,-71.0346,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3659,-71.0346&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"161",101001761691,"2016-04-05 17:04:00","","2016-04-08 14:42:11","ONTIME","Closed","Case Closed. Closed date : 2016-04-08 14:42:11.193 Case Noted After a comprehensive search we were unable to locate a syringe at 674 Massachusetts Ave  Roxbury.    ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/570428500485c52e77828703/report.jpg","","674 Massachusetts Ave  Roxbury  MA  02118",4,"1C",2,"D4","South End",6,"Ward 8","0802","674 Massachusetts Ave",2118,42.3358,-71.0758,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3358,-71.0758&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"162",101001762976,"2016-04-07 08:47:00","","2016-04-07 11:14:50","ONTIME","Closed","Case Closed. Closed date : 2016-04-07 11:14:50.707 Case Resolved 1 syringe recovered from 670 Albany Street  Roxbury.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/570656d30485c52e7782a410/report.jpg","","670 Albany St  Roxbury  MA  02118",7,"10B",2,"D4","Roxbury",6,"08","0802","670 Albany St",2118,42.3337,-71.0742,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3337,-71.0742&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"163",101001763740,"2016-04-08 08:31:00","2016-04-15 08:31:21","2016-04-14 16:42:48","ONTIME","Closed","Case Closed. Closed date : 2016-04-14 16:42:48.8 Case Resolved Searched the Stonybrook T station platform and did not locate any needles. ","Ground Maintenance","Parks & Recreation Department","Park Maintenance & Safety","Ground Maintenance","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/5707a4960485c52e7782b31e/report.jpg","","221 Chestnut Ave  Jamaica Plain  MA  02130",9,"02",6,"E13","Jamaica Plain",11,"Ward 19","1904","221 Chestnut Ave",2130,42.3152,-71.1084,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3152,-71.1084&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"164",101001763959,"2016-04-08 10:58:00","","2016-04-08 11:35:04","ONTIME","Closed","Case Closed. Closed date : 2016-04-08 11:35:04.92 Case Resolved 1 syringe recovered from 25 Amory Street  Roxbury.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/5707c70b0485c52e7782b753/report.jpg","","25 Amory St  Roxbury  MA  02119",9,"10B",6,"E13","Roxbury",11,"11","1104","25 Amory St",2119,42.3219,-71.0993,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3219,-71.0993&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"165",101001764307,"2016-04-08 17:29:16","","2016-04-11 09:25:48","ONTIME","Closed","Case Closed. Closed date : 2016-04-11 09:25:48.547 Case Noted After a comprehensive search of the area we were unable to locate a syringe at 134 Tremont Street  Boston  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/570822a80485c52e7782bd9d/report.jpg","","131-134 Tremont St  Boston  MA  02111",3,"1C",2,"A1","Boston",4,"03","0308","131-134 Tremont St",2111,42.356,-71.0623,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.356,-71.0623&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"166",101001764422,"2016-04-09 08:55:28","","2016-04-11 09:23:23","ONTIME","Closed","Case Closed. Closed date : 2016-04-11 09:23:23.72 Case Resolved After a comprehensive search we were unable to locate a syringe. A report has been filed about the overflowing trash can.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/5708fbbb0485c52e7782c35c/photo_20160409_085445.jpg","","25 Stoughton St  Dorchester  MA  02125",7,"03",7,"C11","Dorchester",13,"Ward 13","1305","25 Stoughton St",2125,42.3166,-71.0644,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3166,-71.0644&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"167",101001765175,"2016-04-10 18:46:17","","2016-04-11 12:28:04","ONTIME","Closed","Case Closed. Closed date : 2016-04-11 12:28:04.777 Case Resolved 1 syringe recovered from 650 Harrison Ave  South End.   ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/570ad7b30485c52e7782e0cb/report.jpg","","650 Harrison Ave  Roxbury  MA  02118",4,"1C",2,"D4","Roxbury",6,"08","0801","650 Harrison Ave",2118,42.3395,-71.0692,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3395,-71.0692&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
